1;74;1;185;1;simples;2;2;0;qualquer;1
1;516;2;185;1;simples;2;2;0;qualquer;1
1;469;3;185;1;simples;2;2;0;qualquer;1
1;514;4;185;1;simples;2;2;0;qualquer;1
1;374;5;185;1;simples;2;2;0;qualquer;1
1;428;6;185;1;simples;2;2;0;qualquer;1
1;386;7;185;1;simples;2;2;0;qualquer;1
1;518;8;185;1;simples;2;2;0;qualquer;1
1;395;10;185;1;simples;2;2;0;qualquer;1
1;156;11;185;1;simples;2;2;0;qualquer;1
1;375;12;185;1;simples;2;2;0;qualquer;1
1;434;13;185;1;simples;2;2;0;qualquer;1
1;415;14;185;1;simples;2;2;0;qualquer;1
1;433;16;185;1;simples;2;2;0;qualquer;1
1;518;22;185;1;simples;2;2;0;qualquer;1
1;374;23;185;1;simples;2;2;0;qualquer;1
1;386;24;185;1;simples;2;2;0;qualquer;1
1;428;25;185;1;simples;2;2;0;qualquer;1
1;518;26;185;1;simples;2;2;0;qualquer;1
1;469;31;185;1;simples;2;2;0;qualquer;1
1;429;32;185;1;simples;2;2;0;qualquer;1
1;406;33;185;1;simples;2;2;0;qualquer;1
1;375;34;185;1;simples;2;2;0;qualquer;1
1;74;1;186;1;simples;2;2;0;qualquer;1
1;516;2;186;1;simples;2;2;0;qualquer;1
1;469;3;186;1;simples;2;2;0;qualquer;1
1;514;4;186;1;simples;2;2;0;qualquer;1
1;374;5;186;1;simples;2;2;0;qualquer;1
1;428;6;186;1;simples;2;2;0;qualquer;1
1;386;7;186;1;simples;2;2;0;qualquer;1
1;518;8;186;1;simples;2;2;0;qualquer;1
1;395;10;186;1;simples;2;2;0;qualquer;1
1;156;11;186;1;simples;2;2;0;qualquer;1
1;375;12;186;1;simples;2;2;0;qualquer;1
1;434;13;186;1;simples;2;2;0;qualquer;1
1;415;14;186;1;simples;2;2;0;qualquer;1
1;433;16;186;1;simples;2;2;0;qualquer;1
1;518;22;186;1;simples;2;2;0;qualquer;1
1;374;23;186;1;simples;2;2;0;qualquer;1
1;386;24;186;1;simples;2;2;0;qualquer;1
1;428;25;186;1;simples;2;2;0;qualquer;1
1;518;26;186;1;simples;2;2;0;qualquer;1
1;469;31;186;1;simples;2;2;0;qualquer;1
1;429;32;186;1;simples;2;2;0;qualquer;1
1;406;33;186;1;simples;2;2;0;qualquer;1
1;375;34;186;1;simples;2;2;0;qualquer;1
1;74;1;187;1;simples;2;2;0;qualquer;1
1;516;2;187;1;simples;2;2;0;qualquer;1
1;469;3;187;1;simples;2;2;0;qualquer;1
1;514;4;187;1;simples;2;2;0;qualquer;1
1;374;5;187;1;simples;2;2;0;qualquer;1
1;428;6;187;1;simples;2;2;0;qualquer;1
1;386;7;187;1;simples;2;2;0;qualquer;1
1;427;8;187;1;simples;2;2;0;qualquer;1
1;395;10;187;1;simples;2;2;0;qualquer;1
1;156;11;187;1;simples;2;2;0;qualquer;1
1;375;12;187;1;simples;2;2;0;qualquer;1
1;434;13;187;1;simples;2;2;0;qualquer;1
1;415;14;187;1;simples;2;2;0;qualquer;1
1;433;16;187;1;simples;2;2;0;qualquer;1
1;518;22;187;1;simples;2;2;0;qualquer;1
1;374;23;187;1;simples;2;2;0;qualquer;1
1;386;24;187;1;simples;2;2;0;qualquer;1
1;428;25;187;1;simples;2;2;0;qualquer;1
1;427;26;187;1;simples;2;2;0;qualquer;1
1;469;31;187;1;simples;2;2;0;qualquer;1
1;429;32;187;1;simples;2;2;0;qualquer;1
1;406;33;187;1;simples;2;2;0;qualquer;1
1;375;34;187;1;simples;2;2;0;qualquer;1
1;74;1;188;1;simples;2;2;0;qualquer;1
1;516;2;188;1;simples;2;2;0;qualquer;1
1;469;3;188;1;simples;2;2;0;qualquer;1
1;514;4;188;1;simples;2;2;0;qualquer;1
1;374;5;188;1;simples;2;2;0;qualquer;1
1;428;6;188;1;simples;2;2;0;qualquer;1
1;386;7;188;1;simples;2;2;0;qualquer;1
1;427;8;188;1;simples;2;2;0;qualquer;1
1;395;10;188;1;simples;2;2;0;qualquer;1
1;156;11;188;1;simples;2;2;0;qualquer;1
1;375;12;188;1;simples;2;2;0;qualquer;1
1;434;13;188;1;simples;2;2;0;qualquer;1
1;415;14;188;1;simples;2;2;0;qualquer;1
1;434;16;188;1;simples;2;2;0;qualquer;1
1;518;22;188;1;simples;2;2;0;qualquer;1
1;374;23;188;1;simples;2;2;0;qualquer;1
1;386;24;188;1;simples;2;2;0;qualquer;1
1;428;25;188;1;simples;2;2;0;qualquer;1
1;427;26;188;1;simples;2;2;0;qualquer;1
1;469;31;188;1;simples;2;2;0;qualquer;1
1;429;32;188;1;simples;2;2;0;qualquer;1
1;406;33;188;1;simples;2;2;0;qualquer;1
1;375;34;188;1;simples;2;2;0;qualquer;1
1;74;1;189;1;simples;2;2;0;qualquer;1
1;516;2;189;1;simples;2;2;0;qualquer;1
1;469;3;189;1;simples;2;2;0;qualquer;1
1;514;4;189;1;simples;2;2;0;qualquer;1
1;374;5;189;1;simples;2;2;0;qualquer;1
1;428;6;189;1;simples;2;2;0;qualquer;1
1;386;7;189;1;simples;2;2;0;qualquer;1
1;427;8;189;1;simples;2;2;0;qualquer;1
1;395;10;189;1;simples;2;2;0;qualquer;1
1;156;11;189;1;simples;2;2;0;qualquer;1
1;375;12;189;1;simples;2;2;0;qualquer;1
1;434;13;189;1;simples;2;2;0;qualquer;1
1;415;14;189;1;simples;2;2;0;qualquer;1
1;434;16;189;1;simples;2;2;0;qualquer;1
1;518;22;189;1;simples;2;2;0;qualquer;1
1;374;23;189;1;simples;2;2;0;qualquer;1
1;386;24;189;1;simples;2;2;0;qualquer;1
1;428;25;189;1;simples;2;2;0;qualquer;1
1;427;26;189;1;simples;2;2;0;qualquer;1
1;469;31;189;1;simples;2;2;0;qualquer;1
1;429;32;189;1;simples;2;2;0;qualquer;1
1;406;33;189;1;simples;2;2;0;qualquer;1
1;375;34;189;1;simples;2;2;0;qualquer;1
1;433;1;191;1;simples;2;2;0;qualquer;1
1;516;2;191;1;simples;2;2;0;qualquer;1
1;469;3;191;1;simples;2;2;0;qualquer;1
1;514;4;191;1;simples;2;2;0;qualquer;1
1;429;5;191;1;simples;2;2;0;qualquer;1
1;426;6;191;1;simples;2;2;0;qualquer;1
1;406;7;191;1;simples;2;2;0;qualquer;1
1;427;8;191;1;simples;2;2;0;qualquer;1
1;395;10;191;1;simples;2;2;0;qualquer;1
1;156;11;191;1;simples;2;2;0;qualquer;1
1;375;12;191;1;simples;2;2;0;qualquer;1
1;434;13;191;1;simples;2;2;0;qualquer;1
1;415;14;191;1;simples;2;2;0;qualquer;1
1;433;16;191;1;simples;2;2;0;qualquer;1
1;469;22;191;1;simples;2;2;0;qualquer;1
1;429;23;191;1;simples;2;2;0;qualquer;1
1;406;24;191;1;simples;2;2;0;qualquer;1
1;426;25;191;1;simples;2;2;0;qualquer;1
1;427;26;191;1;simples;2;2;0;qualquer;1
1;516;31;191;1;simples;2;2;0;qualquer;1
1;429;32;191;1;simples;2;2;0;qualquer;1
1;427;33;191;1;simples;2;2;0;qualquer;1
1;395;34;191;1;simples;2;2;0;qualquer;1
1;433;1;192;1;simples;2;2;0;qualquer;1
1;516;2;192;1;simples;2;2;0;qualquer;1
1;469;3;192;1;simples;2;2;0;qualquer;1
1;514;4;192;1;simples;2;2;0;qualquer;1
1;429;5;192;1;simples;2;2;0;qualquer;1
1;426;6;192;1;simples;2;2;0;qualquer;1
1;406;7;192;1;simples;2;2;0;qualquer;1
1;427;8;192;1;simples;2;2;0;qualquer;1
1;395;10;192;1;simples;2;2;0;qualquer;1
1;156;11;192;1;simples;2;2;0;qualquer;1
1;375;12;192;1;simples;2;2;0;qualquer;1
1;434;13;192;1;simples;2;2;0;qualquer;1
1;415;14;192;1;simples;2;2;0;qualquer;1
1;433;16;192;1;simples;2;2;0;qualquer;1
1;469;22;192;1;simples;2;2;0;qualquer;1
1;429;23;192;1;simples;2;2;0;qualquer;1
1;406;24;192;1;simples;2;2;0;qualquer;1
1;426;25;192;1;simples;2;2;0;qualquer;1
1;427;26;192;1;simples;2;2;0;qualquer;1
1;516;31;192;1;simples;2;2;0;qualquer;1
1;429;32;192;1;simples;2;2;0;qualquer;1
1;427;33;192;1;simples;2;2;0;qualquer;1
1;395;34;192;1;simples;2;2;0;qualquer;1
1;433;1;193;1;simples;2;2;0;qualquer;1
1;516;2;193;1;simples;2;2;0;qualquer;1
1;469;3;193;1;simples;2;2;0;qualquer;1
1;514;4;193;1;simples;2;2;0;qualquer;1
1;429;5;193;1;simples;2;2;0;qualquer;1
1;426;6;193;1;simples;2;2;0;qualquer;1
1;406;7;193;1;simples;2;2;0;qualquer;1
1;427;8;193;1;simples;2;2;0;qualquer;1
1;395;10;193;1;simples;2;2;0;qualquer;1
1;156;11;193;1;simples;2;2;0;qualquer;1
1;375;12;193;1;simples;2;2;0;qualquer;1
1;434;13;193;1;simples;2;2;0;qualquer;1
1;415;14;193;1;simples;2;2;0;qualquer;1
1;433;16;193;1;simples;2;2;0;qualquer;1
1;516;22;193;1;simples;2;2;0;qualquer;1
1;429;23;193;1;simples;2;2;0;qualquer;1
1;406;24;193;1;simples;2;2;0;qualquer;1
1;426;25;193;1;simples;2;2;0;qualquer;1
1;427;26;193;1;simples;2;2;0;qualquer;1
1;516;31;193;1;simples;2;2;0;qualquer;1
1;429;32;193;1;simples;2;2;0;qualquer;1
1;427;33;193;1;simples;2;2;0;qualquer;1
1;395;34;193;1;simples;2;2;0;qualquer;1
1;74;1;195;1;simples;2;2;0;qualquer;1
1;514;4;195;1;simples;2;2;0;qualquer;1
1;374;5;195;1;simples;2;2;0;qualquer;1
1;415;22;195;1;simples;2;2;0;qualquer;1
1;426;27;195;1;simples;2;2;0;qualquer;1
1;406;28;195;1;simples;2;2;0;qualquer;1
1;74;1;196;1;simples;2;2;0;qualquer;1
1;514;4;196;1;simples;2;2;0;qualquer;1
1;374;5;196;1;simples;2;2;0;qualquer;1
1;415;22;196;1;simples;2;2;0;qualquer;1
1;426;27;196;1;simples;2;2;0;qualquer;1
1;375;28;196;1;simples;2;2;0;qualquer;1
1;74;1;197;1;simples;2;2;0;qualquer;1
1;514;4;197;1;simples;2;2;0;qualquer;1
1;374;5;197;1;simples;2;2;0;qualquer;1
1;415;22;197;1;simples;2;2;0;qualquer;1
1;426;27;197;1;simples;2;2;0;qualquer;1
1;74;28;197;1;simples;2;2;0;qualquer;1
1;474;14;198;1;simples;2;2;0;qualquer;1
1;474;14;199;1;simples;2;2;0;qualquer;1
1;474;14;200;1;simples;2;2;0;qualquer;1
1;474;14;201;1;simples;2;2;0;qualquer;1
1;474;14;202;1;simples;2;2;0;qualquer;1
1;474;14;203;1;simples;2;2;0;qualquer;1
1;474;14;204;1;simples;2;2;0;qualquer;1
1;474;14;205;1;simples;2;2;0;qualquer;1
1;474;14;206;1;simples;2;2;0;qualquer;1
1;74;1;209;1;simples;2;2;0;qualquer;1
1;514;4;209;1;simples;2;2;0;qualquer;1
1;374;5;209;1;simples;2;2;0;qualquer;1
1;415;22;209;1;simples;2;2;0;qualquer;1
1;426;27;209;1;simples;2;2;0;qualquer;1
1;433;28;209;1;simples;2;2;0;qualquer;1
